"91960","1205","BBLE","C","Beren","Introduction to Exodus Part I",2,"Weissman; Avital Nechama",0,30,30,0,10,10,"M||W}1155}1310}TBA}","JS2||JS7","Beren JS - Lower intermediate||Beren JS - Fundamentals"
"91959","1205","BBLE","M","Beren","Introduction to Exodus Part I",2,"Bloom; Danielle",0,30,30,0,3,3,"T||R}1335}1450}SCW}102","JS2||JS7","Beren JS - Lower intermediate||Beren JS - Fundamentals"
"91962","1320","BBLE","C","Beren","Leviticus",2,"Weiss; Moriah",0,30,30,0,10,10,"M||W}1155}1310}SCW}KOCH","JS3||JS7","Beren JS - Intermediate||Beren JS - Fundamentals"
"92464","1405","BBLE","A","Beren","Numbers: Biblical Skills Part I",2,"Weissman; Avital Nechama",0,20,20,0,10,10,"M||W}0900}1015}SCW}607","JS2||JS7","Beren JS - Lower intermediate||Beren JS - Fundamentals"
"91964","1420","BBLE","L","Beren","Numbers",2,"Bloom; Danielle",0,30,30,0,10,10,"T||R}1150}1305}TBA}","JS6||JS7","Beren JS - Advanced||Beren JS - Fundamentals"
"91966","2125","BBLE","C","Beren","Judges",2,"Twersky; Sara Enna",0,30,30,0,10,10,"M||W}1155}1310}SCW}601","JS3||JS7","Beren JS - Intermediate||Beren JS - Fundamentals"
"91967","2220","BBLE","K","Beren","Samuel I",2,"Rosensweig; Smadar",0,15,15,0,3,3,"T||R}1025}1140}SCW}406","JS6||JS7","Beren JS - Advanced||Beren JS - Fundamentals"
"93249","2335","BBLE","E","Beren","Kings II",2,"Shmalo; Mahnaz Yeroushalmi",0,30,30,0,10,10,"M}1510}1625}TBA}::W}1535}1650}TBA}","JS3||JS7","Beren JS - Intermediate||Beren JS - Fundamentals"
"91970","2520","BBLE","K","Beren","Jeremiah",2,"Holtz; Shalom E.",0,30,30,0,10,10,"T||R}1025}1140}SCW}306","JS6||JS7","Beren JS - Advanced||Beren JS - Fundamentals"
"93250","2620","BBLE","M","Beren","Ezekiel",2,"Danzig; David",0,30,30,0,10,10,"T||R}1335}1450}TBA}","JS3||JS7","Beren JS - Intermediate||Beren JS - Fundamentals"
"93251","2740","BBLE","B","Beren","Minor Prophets: Jonah",2,"Twersky; Sara Enna",0,30,30,0,10,10,"M||W}1025}1140}TBA}","JS3||JS7","Beren JS - Intermediate||Beren JS - Fundamentals"
"91971","2745","BBLE","AB","Beren","Minor Prophets: Haggai; Zechariah; and Malachi",2,"Besser; Rachel",0,30,30,0,10,10,"M||W}0900}1140}TBA}","JS5||JS7","Beren JS - Upper-Inter-Adv||Beren JS - Fundamentals"
"93252","3220","BBLE","P","Beren","Proverbs",2,"Staff",0,30,30,0,10,10,"T||R}1630}1745}TBA}","JS3||JS7","Beren JS - Intermediate||Beren JS - Fundamentals"
"93253","4146","BBLE","D1","Beren","Nahmanides on Genesis: Strategies of Biblical Portraiture",2,"Levine; Michelle Alyssa",0,30,30,0,10,10,"M||W}1325}1440}TBA}","HONR||JS6||JS7","Honors Course||Beren JS - Advanced||Beren JS - Fundamentals"
"93254","4150","BBLE","B","Beren","Isaac Abravanel on the Torah",2,"Feder; Hindy",0,30,30,0,10,10,"M||W}1025}1140}TBA}","JS6||JS7","Beren JS - Advanced||Beren JS - Fundamentals"
"93255","4225","BBLE","L","Beren","Tribes of Israel",2,"Price; Nechama Esther",0,30,30,0,10,10,"T||R}1150}1305}TBA}","JS6||JS7","Beren JS - Advanced||Beren JS - Fundamentals"
"91978","4230","BBLE","M","Beren","Themes in the Bible: Women in the Bible",2,"Rosensweig; Smadar",0,30,30,0,10,10,"T||R}1335}1450}SCW}401","JS6||JS7","Beren JS - Advanced||Beren JS - Fundamentals"
"93256","4240","BBLE","E","Beren","Clothing in the Bible",2,"Levine; Michelle Alyssa",0,20,20,0,10,10,"M}1510}1625}TBA}::W}1535}1650}TBA}","HONR||JS6||JS7","Honors Course||Beren JS - Advanced||Beren JS - Fundamentals"
"93281","4245","BBLE","GHW","Beren","Living Torah: Text; Tradition; and Relevance I",2,"Goldwicht; Meir",0,30,30,0,10,10,"W}1820}2020}SCW}718","JS4||JS7","Beren JS - Inter-Upper-Inter||Beren JS - Fundamentals"
"90837","1011","BIO","241","Wilf","Principles of Biology I Lecture",3,"Maitra; Radhashree",0,54,54,0,5,5,"M||W}1630}1745}BELFHL}B218","NAWO||SYSC","YC-NAWO Requirement||Sy Syms-UG Nat/Soc Sci Req"
"90838","1013","BIO","261","Wilf","Principles of Biology I Lab",1,"Stumpf; Kristin Michelle",0,16,16,0,5,5,"M}1845}2115}BELFHL}B1415","",""
"90840","1013","BIO","361","Wilf","Principles of Biology I Lab",1,"Stumpf; Kristin Michelle",0,16,16,0,5,5,"T}1845}2115}BELFHL}B1415","",""
"90839","1013","BIO","561","Wilf","Principles of Biology I Lab",1,"Stumpf; Kristin Michelle",0,16,16,0,5,5,"R}1845}2115}BELFHL}B1415","",""
"90745","1372","BIO","231","Wilf","Bioinformatics",4,"Viswanathan; Rajalakshmi",0,4,4,0,5,5,"M||W}1500}1615}BELFHL}B1610::M}1845}2045}BELFHL}B1610","HONR","Honors Course"
"90716","1376","BIO","341","Wilf","Principles of Biochemistry",3,"Catrina; Irina Elena",0,8,8,0,5,5,"T||R}1630}1745}BELFHL}B1410","",""
"90746","1377","BIO","361","Wilf","Principles of Biochemistry Lab",2,"Catrina; Irina Elena",0,6,6,0,5,5,"T}1845}2145}BELFHL}B1417","",""
